competition_uuid,competition_date,competition_name,team1_name,team1_uuid,team2_name,team2_uuid,match_uuid,match_team1_uuid,match_team1_players,match_team2_uuid,match_team1_players-2,set_uuid,first_team_scope,second_team_scope
5d4e4ad0-1709-4a6a-82c1-fd5ab48910fc,2023-12-08,8.12.2023 Sheeesh! - Шашки наголо,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,a9a704c0-f147-4b01-93f8-4bff4b9e2590,c46534cd-2fe0-4029-adc8-664299ad12bf,a3588e26-71ac-47e8-80ee-f7b1c27ed097;8c75f19d-c03a-4c3f-b862-8cb0048cf47a,8fda9b74-bc23-4d68-8753-dc343ec0bb95,15f1f778-e063-47d5-83b6-e6384d7537d5;d9501812-1dd3-4f41-88e9-afdcc206a074,1308c09f-ee9a-46e6-b381-9f471847287b,7,6
10bc7b72-3334-4892-a256-a952eb0891b0,2023-12-14,14.12.2023 18:00:00 Кикерные котики - Shoot 'n Scoot,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,24f71d06-6476-4d5f-8c55-e332061087dd,f4052cd7-4109-4231-af09-55c68e277191,a9c89a9d-7e08-4bea-808f-5654867f9f20;3348bb57-ed10-4245-b1f0-62c27f64492b,70ddb3df-27a0-4707-91ea-f8611e296d2c,8384440e-561d-4868-a34a-9e40a23eec69;004c7725-49f8-4cb0-ab9e-5d992feeb587,ab167622-eba5-47e8-8b81-2c8cd3546c83,2,6
10bc7b72-3334-4892-a256-a952eb0891b0,2023-12-14,14.12.2023 18:00:00 Кикерные котики - Shoot 'n Scoot,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,0dfdb735-23fb-477b-8aae-d475490edc45,2f196bf6-f8ea-49b5-9ff4-3dafe58ba8fb,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,10c0dcda-e2a5-4a51-b437-e72d94060e35,3bf0504b-9ac3-424f-9378-69c3e059bb4a;fb1d9552-a406-4eec-8895-47ade1abce2b,f47791a4-df30-4feb-a6bf-4c4e4f1b260f,6,6
10bc7b72-3334-4892-a256-a952eb0891b0,2023-12-14,14.12.2023 18:00:00 Кикерные котики - Shoot 'n Scoot,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,73442dbe-9f97-4e7c-8c20-116a3bdbfc88,92778d93-67ac-469f-a582-6da215bcc308,6eb26bed-faba-4067-b3ec-2e66759ed889,4fa92035-bc4c-4abb-99e8-1a8cc0e9bf4f,0838f553-0966-4ed3-974e-d04df5828558,8fdd433f-6001-46df-8024-0b5569567c5e,10,4
10bc7b72-3334-4892-a256-a952eb0891b0,2023-12-14,14.12.2023 18:00:00 Кикерные котики - Shoot 'n Scoot,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,a2af1ff2-83a9-4113-8e05-c897f36b5ae9,51a1e30e-00f1-40d2-a882-edd5d4ba0307,e3093e6a-0a17-4b37-a5c7-adca7759a38f,c8b4120f-edc7-4050-a0b8-f20a6021074b,fb1d9552-a406-4eec-8895-47ade1abce2b,c9b91be2-1fcb-42a9-9009-e6095ffce08e,6,1
10bc7b72-3334-4892-a256-a952eb0891b0,2023-12-14,14.12.2023 18:00:00 Кикерные котики - Shoot 'n Scoot,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,d02fdf4c-8aa2-4a51-89dc-24ff17ba3f60,e6a736b9-76db-44f1-89c3-370bb1a35375,162fe512-e0aa-48f7-a092-c69e30ff8ec7;416dbaf3-e2f4-4d2d-a183-41ca25884aea,386da7fe-616f-40fe-a752-83299332d033,8384440e-561d-4868-a34a-9e40a23eec69;3bf0504b-9ac3-424f-9378-69c3e059bb4a,66d0315a-1624-4392-99ee-0c8bb34f5e0c,6,6
073546ed-011b-4e72-86f3-b7a36fd37bab,2024-01-17,17.01.2024 18:00:00 - Кикерные котики - Old School,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Old school,47559a69-d786-4f03-898e-5a1f45d9113b,233ae443-cf9e-49d8-9d36-10e12f21a0b2,b1846e82-930e-4f0d-8353-f6836f37882b,a9c89a9d-7e08-4bea-808f-5654867f9f20;6eb26bed-faba-4067-b3ec-2e66759ed889,a29898a7-7dce-4c92-8fe4-ebedf3367a8e,56db5f1c-8c34-42c9-933c-04c33f8c96fc;04bd64a3-d9d3-4c11-88fd-cbf4a629db43,cc7d5824-3aa5-4534-a86b-f1b06fe1c193,3,6
073546ed-011b-4e72-86f3-b7a36fd37bab,2024-01-17,17.01.2024 18:00:00 - Кикерные котики - Old School,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Old school,47559a69-d786-4f03-898e-5a1f45d9113b,d8eb15aa-2090-4380-9e5f-c3b4db5eb2f4,eff9ebc3-ef2c-4e6d-833b-8a60ab2834cb,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,67608355-8690-4eed-a464-992d4091149d,bcc34bb4-00d4-47b1-ad21-1c51289450c2;25238906-6419-4fb7-a3f8-e2fe4f9d7930,f0ab4153-c30f-4061-930f-d6d53a3d6536,9,1
073546ed-011b-4e72-86f3-b7a36fd37bab,2024-01-17,17.01.2024 18:00:00 - Кикерные котики - Old School,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Old school,47559a69-d786-4f03-898e-5a1f45d9113b,37352e61-f644-480d-9c10-3027756a9b31,52a9ffa8-72bf-4318-ab03-44095023dce3,3348bb57-ed10-4245-b1f0-62c27f64492b,2237f76f-4e96-47ae-a366-b30c3d54c8b0,bcc34bb4-00d4-47b1-ad21-1c51289450c2,ae645d7d-f107-4122-9086-89c1bc0d8531,6,9
073546ed-011b-4e72-86f3-b7a36fd37bab,2024-01-17,17.01.2024 18:00:00 - Кикерные котики - Old School,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Old school,47559a69-d786-4f03-898e-5a1f45d9113b,fd11a7e6-bb00-45df-9948-eb45586a8bf4,cfccff31-8c13-41c3-9456-d693e8d3b86a,6eb26bed-faba-4067-b3ec-2e66759ed889,20c0c789-537b-49da-9a91-c4a054b8650c,04bd64a3-d9d3-4c11-88fd-cbf4a629db43,cf572241-a90c-4e8d-a656-68a2f6918ceb,6,2
073546ed-011b-4e72-86f3-b7a36fd37bab,2024-01-17,17.01.2024 18:00:00 - Кикерные котики - Old School,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Old school,47559a69-d786-4f03-898e-5a1f45d9113b,103c77ea-9007-4254-a482-c1a9f9cb2bc1,2ee00ff2-9f44-4a5d-b07c-247e5421dc97,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,0a7c6435-f830-4cc1-b910-ec38408b8325,e40c04e8-cc38-481e-b4b0-0a4e0cfc1df5;25238906-6419-4fb7-a3f8-e2fe4f9d7930,73128e72-df18-44b3-904f-4b08e6d177f5,6,1
cf83d171-197a-4da4-9b7d-0e2adfbf2925,2024-01-18,18.01.2024 17:00:00 Шашки наголо - Shoot 'n Scoot,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,c6eeb2f7-1f39-407e-8869-385ba3ce4b24,b6728239-b754-4bf5-ad9f-2ce527d128d7,5a57a28e-c702-4b19-b82c-d8bb4faa5796;8c4193fe-0ca0-4d34-ad58-654c1690fe63,de33b20e-3aae-40fb-be1f-2bcef8642cbd,8384440e-561d-4868-a34a-9e40a23eec69;004c7725-49f8-4cb0-ab9e-5d992feeb587,f3fc7134-18b4-428e-bb62-01d6315b220c,2,6
cf83d171-197a-4da4-9b7d-0e2adfbf2925,2024-01-18,18.01.2024 17:00:00 Шашки наголо - Shoot 'n Scoot,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,a37eb85e-2fe9-4b94-8024-02e97e17080d,1e4ad7fa-5c29-4750-af08-415ddc287e2e,3e2569ce-5760-4e74-a2ca-65fa54a7a621;15f1f778-e063-47d5-83b6-e6384d7537d5,96deebc0-49db-4c59-aa10-cf3029520913,3bf0504b-9ac3-424f-9378-69c3e059bb4a;0838f553-0966-4ed3-974e-d04df5828558,da2b459e-0564-494e-bd21-3e27861805b1,3,6
cf83d171-197a-4da4-9b7d-0e2adfbf2925,2024-01-18,18.01.2024 17:00:00 Шашки наголо - Shoot 'n Scoot,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,49a9a85e-43e1-43b6-8712-cef28fcaff77,c8d5a245-8e05-4c9b-b882-be87d45f0012,491f9f97-6487-4632-a836-f184d91aaf82,edef3b0b-a9ce-4713-94b3-f509b502e643,40088b33-1ed9-46a1-8879-64e35524b732,85fa8b60-f9d6-4a12-a365-c0c4dd08508e,5,6
cf83d171-197a-4da4-9b7d-0e2adfbf2925,2024-01-18,18.01.2024 17:00:00 Шашки наголо - Shoot 'n Scoot,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,d8a89c64-628e-453a-a81c-c2a8df20860f,d0897c36-ca28-4a56-aa4c-21dba4397c36,3e2569ce-5760-4e74-a2ca-65fa54a7a621,1b3bed10-3d90-4097-a8ec-7661856772f1,8384440e-561d-4868-a34a-9e40a23eec69,f41adc28-517b-4f62-bc65-00dcbd5c341b,5,6
cf83d171-197a-4da4-9b7d-0e2adfbf2925,2024-01-18,18.01.2024 17:00:00 Шашки наголо - Shoot 'n Scoot,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,d0dd4c68-d8b9-460f-9926-618ec1c7d0bd,d1ab8865-0014-4645-a9ce-7da9af6f4fd0,15f1f778-e063-47d5-83b6-e6384d7537d5;d9501812-1dd3-4f41-88e9-afdcc206a074,b391fb06-dad9-4beb-bf3e-e97aa67b5a45,3bf0504b-9ac3-424f-9378-69c3e059bb4a;fb1d9552-a406-4eec-8895-47ade1abce2b,2f1472c0-902a-475f-8760-17357d224c8f,8,6
a0b99558-530f-4c22-9102-bddfb8b869e2,2024-01-24,24.12.2024 Ыкырламырка - Shoot 'n Scoot,ЫкЫрлЫмЫрка,1e9c8ea2-a389-4971-a7ca-1c95bde6f603,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,c5f2f5b4-3aee-4b14-8eba-0c75c993edc1,6c52db4f-688e-414f-b2a2-95940ed1fb67,0b3700ad-c8a0-45ce-bfcb-53f574a5f0e6;f93b5e8a-0b54-4ab5-9508-bb6f07c21886,5ec9f0f1-8f4d-4d19-8009-89643eaea98c,8384440e-561d-4868-a34a-9e40a23eec69;004c7725-49f8-4cb0-ab9e-5d992feeb587,0c54d2cb-d6d6-4c67-94e1-0913ddc511b1,5,6
a0b99558-530f-4c22-9102-bddfb8b869e2,2024-01-24,24.12.2024 Ыкырламырка - Shoot 'n Scoot,ЫкЫрлЫмЫрка,1e9c8ea2-a389-4971-a7ca-1c95bde6f603,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,fe5fd4ec-a418-4903-a5ad-d978c431fc0c,a5a27ab6-a11b-4494-afe0-3ad5eb19e0a9,ad6385c6-752d-485e-b43b-d79e947178cf;df0b8dea-b5da-4024-8d1d-71f6875193b4,fdd5f391-1aa8-440a-846e-763520595d95,3bf0504b-9ac3-424f-9378-69c3e059bb4a;0838f553-0966-4ed3-974e-d04df5828558,65418ac6-44fd-4bc3-a63b-ba1aca04e5f8,7,4
a0b99558-530f-4c22-9102-bddfb8b869e2,2024-01-24,24.12.2024 Ыкырламырка - Shoot 'n Scoot,ЫкЫрлЫмЫрка,1e9c8ea2-a389-4971-a7ca-1c95bde6f603,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,94697333-6583-421d-b2d2-d7d03102646d,8c865db5-398b-45a8-9863-846141b617a1,79c4db75-ccbf-4cc0-96df-00f03a498f8e,bdc98adc-2de2-4146-b767-d2df29c32e12,40088b33-1ed9-46a1-8879-64e35524b732,ec95ed54-d145-4899-9e0d-0c2b3572bb3e,4,8
a0b99558-530f-4c22-9102-bddfb8b869e2,2024-01-24,24.12.2024 Ыкырламырка - Shoot 'n Scoot,ЫкЫрлЫмЫрка,1e9c8ea2-a389-4971-a7ca-1c95bde6f603,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,35da5157-059b-4d49-a4fa-d2961c33fce2,e1d19b27-625d-47b0-96b3-c7f760b0fcf8,0b3700ad-c8a0-45ce-bfcb-53f574a5f0e6,02fd70fc-72ae-405e-83fd-81c3c9b779cf,8384440e-561d-4868-a34a-9e40a23eec69,2d100f91-2273-46e5-8245-680d61600096,1,6
a0b99558-530f-4c22-9102-bddfb8b869e2,2024-01-24,24.12.2024 Ыкырламырка - Shoot 'n Scoot,ЫкЫрлЫмЫрка,1e9c8ea2-a389-4971-a7ca-1c95bde6f603,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,0b398efb-ee52-4768-837f-f4fe769acb7c,e64e426e-fe1e-47c0-ad14-891b5426fcd8,df0b8dea-b5da-4024-8d1d-71f6875193b4;f93b5e8a-0b54-4ab5-9508-bb6f07c21886,c5759b2b-7342-456f-973b-87c2b36bad52,3bf0504b-9ac3-424f-9378-69c3e059bb4a;fb1d9552-a406-4eec-8895-47ade1abce2b,08da4692-2d0d-4b44-a87e-29e6a80e9b95,13,5
0a5a6287-d780-4225-9a35-5c998b30abfa,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Кикерные Котики,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,7eb94ce9-05a1-40b9-948d-ad137fc63113,9742499e-16fc-4df9-9fd2-fb2b85ba603f,a3588e26-71ac-47e8-80ee-f7b1c27ed097;90a3a1b4-4769-4317-9483-5325316556ac,c613bb3a-ddc4-4ed7-950a-4e42e2f78558,3348bb57-ed10-4245-b1f0-62c27f64492b;416dbaf3-e2f4-4d2d-a183-41ca25884aea,999a297d-c900-49f1-86d4-0e6e0d194534,6,2
0a5a6287-d780-4225-9a35-5c998b30abfa,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Кикерные Котики,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,47571c9a-4f38-47dc-a29c-5315cddc98be,b261973e-8ebb-4861-80b8-ce44b4a277c2,8c75f19d-c03a-4c3f-b862-8cb0048cf47a;046e210d-d81d-450b-ad1e-cf2d622a3325,ed27770c-3626-48a8-9e83-5b1538d2a8fc,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,bd1c7df7-fd2b-4de1-afe7-cb8e901e4905,6,7
0a5a6287-d780-4225-9a35-5c998b30abfa,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Кикерные Котики,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,2713064f-b0ff-486d-98f4-2539c93fca55,7535d7d6-528e-49a5-9aab-e0a63eef7375,90a3a1b4-4769-4317-9483-5325316556ac,9918308a-21cb-43e6-8aa9-24b388ba6b18,a9c89a9d-7e08-4bea-808f-5654867f9f20,cb0167a3-ce2d-4eaa-be48-e243489a2901,6,2
0a5a6287-d780-4225-9a35-5c998b30abfa,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Кикерные Котики,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,66d3076d-173d-42a3-b6fa-0e5ad10f4622,99f3204d-ae0f-4770-b7c0-985429b716a9,046e210d-d81d-450b-ad1e-cf2d622a3325,9f11c628-b283-460a-82a5-ba585738de66,416dbaf3-e2f4-4d2d-a183-41ca25884aea,2b71bbb9-6417-4a8c-8f6d-37ffe5772cf5,6,3
0a5a6287-d780-4225-9a35-5c998b30abfa,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Кикерные Котики,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,9b346088-bd63-4656-bc91-dc68c469778a,33deb7d0-b7b8-45fc-af90-e3dba246dfde,a3588e26-71ac-47e8-80ee-f7b1c27ed097;8c75f19d-c03a-4c3f-b862-8cb0048cf47a,1e342b2e-6179-48b7-92a5-fc4077d952ec,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,f50e8a31-0676-4a2d-9dcd-354c21fb69ab,6,2
61246a0f-1edf-47de-a7a2-5dd2d6665fc3,2024-01-25,25.01.2024 18:00:00 Кикерные котики - Шашки наголо,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,eff024f5-bd2a-4c27-b7e5-4bd4e2caedb3,a6c6912d-5faf-468b-9fda-3b65bbb71eb4,a9c89a9d-7e08-4bea-808f-5654867f9f20;416dbaf3-e2f4-4d2d-a183-41ca25884aea,d6fa30e3-1787-41ea-bdd4-b8556736affd,5a57a28e-c702-4b19-b82c-d8bb4faa5796;8c4193fe-0ca0-4d34-ad58-654c1690fe63,728d151d-6cb5-4297-aad7-dfc1016e603c,2,6
61246a0f-1edf-47de-a7a2-5dd2d6665fc3,2024-01-25,25.01.2024 18:00:00 Кикерные котики - Шашки наголо,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,df084a8f-f4bd-4798-a92a-dbf957033164,b617899c-6c6b-4ca1-8f07-a0529759a3b3,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,d52cd385-0e52-474f-ba15-74033b764704,3e2569ce-5760-4e74-a2ca-65fa54a7a621;15f1f778-e063-47d5-83b6-e6384d7537d5,7c6a9386-8ab6-41ca-957e-a9646fe5129a,4,6
61246a0f-1edf-47de-a7a2-5dd2d6665fc3,2024-01-25,25.01.2024 18:00:00 Кикерные котики - Шашки наголо,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,f194c673-9c6a-4c3c-993a-cf1c18a2c0e4,4a9791ea-41c8-4808-af4f-059dee357317,3348bb57-ed10-4245-b1f0-62c27f64492b,be8e9682-b82b-4a72-b343-d2cb6f26629d,8c4193fe-0ca0-4d34-ad58-654c1690fe63,a18222d9-7a98-4b05-9cb4-94454cc9ca43,3,6
61246a0f-1edf-47de-a7a2-5dd2d6665fc3,2024-01-25,25.01.2024 18:00:00 Кикерные котики - Шашки наголо,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,678db657-90c7-4e5b-982e-bd5f06b79261,6cf0a1b1-0375-40e1-aaab-7035022bdb5d,416dbaf3-e2f4-4d2d-a183-41ca25884aea,a7a47b48-5745-4f80-95bd-f66899f663e4,5a57a28e-c702-4b19-b82c-d8bb4faa5796,6c1a438d-506f-433b-a619-c93c396288b9,4,6
61246a0f-1edf-47de-a7a2-5dd2d6665fc3,2024-01-25,25.01.2024 18:00:00 Кикерные котики - Шашки наголо,Кикерные котики,2a7b3d01-2a0a-48b2-8369-2d70465d5f70,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,a7c15fa7-e88d-446c-a109-a8259457413b,2efcf059-878b-4c51-a022-e03e73a4fd71,162fe512-e0aa-48f7-a092-c69e30ff8ec7;e3093e6a-0a17-4b37-a5c7-adca7759a38f,f8eb81e8-f8fc-4ebe-9102-07c9285cd591,3e2569ce-5760-4e74-a2ca-65fa54a7a621;15f1f778-e063-47d5-83b6-e6384d7537d5,410e9e98-3bc4-446f-8759-4d1e33d5bf05,8,6
ae6237a2-3f37-45e3-996c-91f0a4e5730d,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Shoot 'n Scoot,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,2baf6d4c-2fa7-464b-b72f-5314f1acb55a,6a4bba5a-1234-41a1-9ef7-f2291df77fb3,a3588e26-71ac-47e8-80ee-f7b1c27ed097;90a3a1b4-4769-4317-9483-5325316556ac,d5073678-ce93-4b69-81d7-0cdaac4fa770,8384440e-561d-4868-a34a-9e40a23eec69;40088b33-1ed9-46a1-8879-64e35524b732,554c77a1-fa3b-4c2f-af2d-9c25094d49ad,2,6
ae6237a2-3f37-45e3-996c-91f0a4e5730d,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Shoot 'n Scoot,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,f0dd338b-89d4-4df2-b581-9df0e5efff83,6c41950d-94a0-44d8-9ad2-2f33466fc8ef,8c75f19d-c03a-4c3f-b862-8cb0048cf47a;046e210d-d81d-450b-ad1e-cf2d622a3325,fdd76257-01c0-43ae-9946-d89819fb63d8,3bf0504b-9ac3-424f-9378-69c3e059bb4a;fb1d9552-a406-4eec-8895-47ade1abce2b,4b00cca0-eabc-4ced-8a1a-61f99923b86c,7,6
ae6237a2-3f37-45e3-996c-91f0a4e5730d,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Shoot 'n Scoot,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,5a9a6b2e-65d6-4751-a6c4-1df00edcdb18,95191a18-e397-4e5a-97e8-ee7d850221e1,90a3a1b4-4769-4317-9483-5325316556ac,556416b2-23b9-4fc0-9b8a-231227932c01,8384440e-561d-4868-a34a-9e40a23eec69,e3055c7a-3fe9-4e67-ac8c-5c81e7752097,4,6
ae6237a2-3f37-45e3-996c-91f0a4e5730d,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Shoot 'n Scoot,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,7fc68a0d-b83f-41bd-9fa2-2a7784db646b,cd9959c9-ff03-48f2-8321-1b3cac660892,046e210d-d81d-450b-ad1e-cf2d622a3325,f90b736f-4f60-4963-a3de-20b7cbf80953,40088b33-1ed9-46a1-8879-64e35524b732,0a3587cc-e08f-44fd-866a-dcdb06e86f7b,7,6
ae6237a2-3f37-45e3-996c-91f0a4e5730d,2024-01-25,25.01.2024 17:00:00 Sheeesh! - Shoot 'n Scoot,Sheeesh!,fdc44df0-9710-48bc-88ff-c7cabd05840f,Shoot 'n Scoot,b94fb282-2e38-4ada-9ea5-6bd3ae2dc079,b8ad08ba-ce97-401d-8850-58591068874f,fc05ae90-59f5-4a59-95a5-c60255ca42b9,a3588e26-71ac-47e8-80ee-f7b1c27ed097;8c75f19d-c03a-4c3f-b862-8cb0048cf47a,a765da82-0977-415d-a8f6-c894867b1a4e,3bf0504b-9ac3-424f-9378-69c3e059bb4a;0838f553-0966-4ed3-974e-d04df5828558,71fb5b3f-4fd8-40c6-be09-7c276e5f8c0a,8,6
2d1f77c8-15f9-4f38-989b-33341829414a,2024-02-01,01.02.2024 18:00:00 Шашки наголо - Ыкырлымырка,Шашки наголо,c2a70d74-b18c-4082-826f-11cca698c2a3,ЫкЫрлЫмЫрка,1e9c8ea2-a389-4971-a7ca-1c95bde6f603,7bd51a0d-8bed-407e-a68d-e47c4b2ab2e7,04538954-a188-455b-b6d6-bb0490acb4a2,15f1f778-e063-47d5-83b6-e6384d7537d5;d9501812-1dd3-4f41-88e9-afdcc206a074,6f2f5c20-cd15-405a-905e-eb190dcbb868,a95a686a-c6da-4861-a0d6-87d8e34b1492;df0b8dea-b5da-4024-8d1d-71f6875193b4,be0e1cc7-d85d-4555-9ced-96f6751e1867,5,6
